source,query_id,passage_num,doc_idx,is_positive_doc,doc_type,logprob_degradation,fact_degradation,layer_0_drift,layer_16_drift,layer_32_drift,is_causally_important,baseline_fact_score,baseline_correct,baseline_logprob,category
sweep,6,10.0,3,True,positive,-14.875,0,0.0,1.5028304800420629,16.57050024133732,True,0,False,-4.25,confidence-only
sweep,6,10.0,4,False,negative,-1.125,0,0.0,0.6154386044460657,6.863993903913508,False,0,False,-4.25,neutral
sweep,6,10.0,5,False,negative,-1.40625,0,0.0,0.7729204615190186,6.932366120033596,False,0,False,-4.25,neutral
sweep,6,10.0,6,False,negative,-0.78125,0,0.0,0.6336070843710306,5.37200273081955,False,0,False,-4.25,neutral
sweep,7,10.0,0,True,positive,-1.3125,0,0.0,1.2509312492035602,10.721989038941182,False,0,False,-2.6875,neutral
sweep,7,10.0,1,True,positive,-0.40625,0,0.0,0.9217822244584556,9.515375878506628,False,0,False,-2.6875,neutral
sweep,7,10.0,2,True,positive,-0.078125,0,0.0,0.3873838230011197,5.829200462556367,False,0,False,-2.6875,neutral
sweep,7,10.0,3,False,negative,0.34375,0,0.0,0.5090247109836968,6.763961479661568,False,0,False,-2.6875,neutral
sweep,7,10.0,4,False,negative,0.15625,0,0.0,0.627827373079552,7.154303431617109,False,0,False,-2.6875,neutral
sweep,7,10.0,5,False,negative,-0.140625,0,0.0,0.3847517756287937,5.113543052167222,False,0,False,-2.6875,neutral
